created_at,entry_id,field1,latitude,longitude,elevation,status
2025-03-04T18:42:13+00:00,1,236.84399,,,,
2025-03-04T18:42:29+00:00,2,235.58600,,,,
2025-03-04T18:42:45+00:00,3,6.06900,,,,
2025-03-04T18:43:01+00:00,4,235.58600,,,,
2025-03-04T18:43:17+00:00,5,235.60300,,,,
2025-03-04T18:43:33+00:00,6,238.10201,,,,
2025-03-04T18:43:48+00:00,7,237.30299,,,,
2025-03-04T18:44:04+00:00,8,2.83900,,,,
2025-03-04T18:44:20+00:00,9,236.01100,,,,
2025-03-04T18:44:36+00:00,10,236.41901,,,,
2025-03-04T18:44:52+00:00,11,235.56900,,,,
2025-03-04T18:50:05+00:00,12,236.43600,,,,
2025-03-04T18:50:21+00:00,13,237.23500,,,,
2025-03-04T18:56:02+00:00,14,236.41901,,,,
2025-03-04T19:05:45+00:00,15,268.73599,,,,
2025-03-04T19:06:01+00:00,16,269.12701,,,,
2025-03-04T19:06:17+00:00,17,269.56900,,,,
2025-03-04T19:06:32+00:00,18,269.51801,,,,
2025-03-04T19:06:48+00:00,19,269.53500,,,,
2025-03-04T19:07:04+00:00,20,4.62400,,,,
2025-03-04T19:07:20+00:00,21,1191.53003,,,,
2025-03-04T19:07:40+00:00,22,269.07599,,,,
2025-03-04T19:07:56+00:00,23,3.96100,,,,
2025-03-04T19:08:12+00:00,24,270.33401,,,,
2025-03-04T19:08:28+00:00,25,266.88300,,,,
2025-03-04T19:08:43+00:00,26,242.25000,,,,
2025-03-04T19:08:59+00:00,27,267.30801,,,,
2025-03-04T19:09:15+00:00,28,267.17200,,,,
2025-03-04T19:09:31+00:00,29,268.63400,,,,
2025-03-04T19:09:47+00:00,30,3.72300,,,,
2025-03-04T19:10:03+00:00,31,6.85100,,,,
2025-03-04T19:10:18+00:00,32,266.57700,,,,
2025-03-04T19:10:34+00:00,33,266.59399,,,,
2025-03-04T19:10:50+00:00,34,267.42700,,,,
2025-03-04T19:11:06+00:00,35,266.59399,,,,
2025-03-04T19:11:22+00:00,36,266.61099,,,,
2025-03-04T19:11:38+00:00,37,267.01901,,,,
2025-03-04T19:11:53+00:00,38,265.74399,,,,
2025-03-04T19:12:09+00:00,39,265.30200,,,,
2025-03-04T19:12:25+00:00,40,5.10000,,,,
2025-03-04T19:12:41+00:00,41,1191.13904,,,,
2025-03-04T19:12:57+00:00,42,264.89401,,,,
2025-03-04T19:13:13+00:00,43,267.01901,,,,
2025-03-04T19:13:28+00:00,44,265.74399,,,,
2025-03-04T19:13:44+00:00,45,265.76099,,,,
2025-03-04T19:14:00+00:00,46,265.35300,,,,
2025-03-04T19:14:16+00:00,47,266.59399,,,,
2025-03-04T19:14:32+00:00,48,268.36200,,,,
2025-03-04T19:14:48+00:00,49,266.20300,,,,
2025-03-04T19:15:03+00:00,50,5.25300,,,,
2025-03-04T19:15:19+00:00,51,265.77802,,,,
2025-03-04T19:15:35+00:00,52,265.31900,,,,
2025-03-04T19:15:51+00:00,53,1191.02002,,,,
2025-03-04T19:16:07+00:00,54,1191.03699,,,,
2025-03-04T19:16:23+00:00,55,267.01901,,,,
2025-03-04T19:16:38+00:00,56,5.49100,,,,
2025-03-04T19:16:54+00:00,57,265.30200,,,,
2025-03-04T19:17:10+00:00,58,265.28500,,,,
2025-03-04T19:17:43+00:00,59,265.33600,,,,
2025-03-04T19:17:59+00:00,60,265.70999,,,,
2025-03-04T19:18:15+00:00,61,266.16901,,,,
2025-03-04T19:18:31+00:00,62,267.00201,,,,
2025-03-04T19:18:47+00:00,63,265.33600,,,,
2025-03-04T19:19:03+00:00,64,264.87701,,,,
2025-03-04T19:19:18+00:00,65,265.31900,,,,
2025-03-04T19:19:34+00:00,66,266.16901,,,,
2025-03-04T19:19:50+00:00,67,267.42700,,,,
2025-03-04T19:20:06+00:00,68,1191.02002,,,,
2025-03-04T19:20:22+00:00,69,264.91101,,,,
2025-03-04T19:20:37+00:00,70,4.31800,,,,
2025-03-04T19:20:53+00:00,71,1190.91797,,,,
2025-03-04T19:21:09+00:00,72,267.85199,,,,
2025-03-04T19:21:25+00:00,73,267.01901,,,,
2025-03-04T19:21:41+00:00,74,266.61099,,,,
2025-03-04T19:21:57+00:00,75,268.29401,,,,
2025-03-04T19:22:13+00:00,76,269.14401,,,,
2025-03-04T19:22:29+00:00,77,269.95999,,,,
2025-03-04T19:22:44+00:00,78,267.46100,,,,
2025-03-04T19:23:00+00:00,79,1191.17297,,,,
2025-03-04T19:23:16+00:00,80,269.14401,,,,
2025-03-04T19:23:32+00:00,81,4.50500,,,,
2025-03-04T19:23:48+00:00,82,267.01901,,,,
2025-03-04T19:24:04+00:00,83,269.12701,,,,
2025-03-04T19:24:19+00:00,84,268.70200,,,,
2025-03-04T19:24:35+00:00,85,269.14401,,,,
2025-03-04T19:24:51+00:00,86,6.27300,,,,
2025-03-04T19:25:07+00:00,87,269.14401,,,,
2025-03-04T19:25:23+00:00,88,267.85199,,,,
2025-03-04T19:25:39+00:00,89,267.41000,,,,
2025-03-04T19:25:54+00:00,90,269.14401,,,,
2025-03-04T19:26:10+00:00,91,267.86899,,,,
2025-03-04T19:26:26+00:00,92,266.59399,,,,
2025-03-04T19:26:42+00:00,93,266.57700,,,,
2025-03-04T19:26:58+00:00,94,269.51801,,,,
2025-03-04T19:27:14+00:00,95,267.44400,,,,
2025-03-04T19:27:29+00:00,96,1191.05396,,,,
2025-03-04T19:27:45+00:00,97,269.58600,,,,
2025-03-04T19:28:01+00:00,98,267.86899,,,,
2025-03-04T19:35:12+00:00,99,269.12701,,,,
2025-03-04T19:35:28+00:00,100,269.12701,,,,
2025-03-04T19:35:44+00:00,101,269.09299,,,,
2025-03-04T19:35:59+00:00,102,2.32900,,,,
2025-03-04T19:36:15+00:00,103,2.07400,,,,
2025-03-04T19:36:31+00:00,104,266.98499,,,,
2025-03-04T19:36:47+00:00,105,266.57700,,,,
2025-03-04T19:37:03+00:00,106,266.98499,,,,
2025-03-04T19:37:19+00:00,107,268.71899,,,,
2025-03-04T19:37:34+00:00,108,267.00201,,,,
2025-03-04T19:37:50+00:00,109,267.39301,,,,
2025-03-04T19:38:06+00:00,110,268.71899,,,,
2025-03-04T19:38:22+00:00,111,267.85199,,,,
2025-03-04T19:39:05+00:00,112,267.05301,,,,
2025-03-04T19:39:21+00:00,113,268.31100,,,,
2025-03-04T19:39:36+00:00,114,3.85900,,,,
2025-03-04T19:39:52+00:00,115,1191.03699,,,,
2025-03-04T19:40:08+00:00,116,268.68500,,,,
2025-03-04T19:40:24+00:00,117,3.31500,,,,
2025-03-04T19:40:40+00:00,118,2.53300,,,,
2025-03-04T19:40:56+00:00,119,267.47800,,,,
2025-03-04T19:41:11+00:00,120,269.12701,,,,
2025-03-04T19:41:27+00:00,121,269.14401,,,,
2025-03-04T19:41:59+00:00,122,267.05301,,,,
2025-03-04T19:42:16+00:00,123,267.05301,,,,
2025-03-04T19:42:32+00:00,124,4.31800,,,,
2025-03-04T19:42:49+00:00,125,268.75299,,,,
2025-03-04T19:43:06+00:00,126,266.62799,,,,
2025-03-04T19:43:23+00:00,127,267.00201,,,,
2025-03-04T19:43:40+00:00,128,266.61099,,,,
2025-03-04T19:43:57+00:00,129,267.46100,,,,
2025-03-04T19:44:14+00:00,130,267.05301,,,,
2025-03-04T19:44:30+00:00,131,268.73599,,,,
2025-03-04T19:44:47+00:00,132,267.05301,,,,
2025-03-04T19:45:04+00:00,133,266.57700,,,,
2025-03-04T19:45:33+00:00,134,267.47800,,,,
2025-03-04T19:45:49+00:00,135,8.33000,,,,
2025-03-04T19:46:05+00:00,136,267.44400,,,,
2025-03-04T19:46:21+00:00,137,12.22300,,,,
2025-03-04T19:46:37+00:00,138,2.36300,,,,
2025-03-04T19:46:53+00:00,139,3.48500,,,,
2025-03-04T19:47:08+00:00,140,2.77100,,,,
2025-03-04T19:47:24+00:00,141,267.47800,,,,
2025-03-04T19:47:40+00:00,142,267.05301,,,,
2025-03-04T19:47:56+00:00,143,269.22900,,,,
2025-03-04T19:48:12+00:00,144,8.56800,,,,
2025-03-04T19:48:28+00:00,145,267.56299,,,,
2025-03-04T19:48:43+00:00,146,314.36401,,,,
2025-03-04T19:48:59+00:00,147,266.73001,,,,
2025-03-04T19:49:15+00:00,148,268.83801,,,,
2025-03-04T19:49:31+00:00,149,267.13800,,,,
2025-03-04T19:49:47+00:00,150,267.18900,,,,
2025-03-04T19:50:03+00:00,151,268.39600,,,,
2025-03-04T19:50:18+00:00,152,268.42999,,,,
2025-03-04T19:50:34+00:00,153,1190.57800,,,,
2025-03-04T19:50:50+00:00,154,6.80000,,,,
2025-03-04T19:51:06+00:00,155,7.02100,,,,
2025-03-04T19:51:22+00:00,156,6.54500,,,,
2025-03-04T19:51:38+00:00,157,8.21100,,,,
2025-03-04T19:51:53+00:00,158,312.12000,,,,
2025-03-13T02:02:37+00:00,159,1190.10205,,,,
2025-03-13T02:02:53+00:00,160,1190.03406,,,,
2025-03-13T02:03:09+00:00,161,1189.94897,,,,
2025-03-13T02:03:24+00:00,162,2.60100,,,,
2025-03-13T02:03:40+00:00,163,4.42000,,,,
2025-03-13T02:03:56+00:00,164,1190.01697,,,,
2025-03-13T02:04:12+00:00,165,1189.94897,,,,
2025-03-13T02:04:27+00:00,166,1189.89795,,,,
2025-03-13T02:04:43+00:00,167,1189.74500,,,,
2025-03-13T02:04:59+00:00,168,1189.81299,,,,
2025-03-13T02:05:15+00:00,169,1189.79602,,,,
2025-03-13T02:05:30+00:00,170,250.41000,,,,
2025-03-13T02:05:46+00:00,171,1189.64294,,,,
2025-03-13T02:06:02+00:00,172,1189.64294,,,,
2025-03-13T02:06:18+00:00,173,3.26400,,,,
2025-03-13T02:06:33+00:00,174,54.36600,,,,
2025-03-13T02:06:49+00:00,175,1189.74500,,,,
2025-03-13T02:07:05+00:00,176,1189.71106,,,,
2025-03-13T02:07:21+00:00,177,1189.84705,,,,
2025-03-13T02:07:36+00:00,178,1189.72803,,,,
2025-03-13T02:07:52+00:00,179,1189.64294,,,,
2025-03-13T02:08:08+00:00,180,1189.64294,,,,
2025-03-13T02:08:24+00:00,181,1189.71106,,,,
2025-03-13T02:08:39+00:00,182,1189.64294,,,,
2025-04-08T17:06:46+00:00,183,1189.71106,,,,
2025-04-08T17:07:02+00:00,184,1189.47302,,,,
2025-04-08T17:07:18+00:00,185,1189.54102,,,,
2025-04-08T17:07:33+00:00,186,1189.52405,,,,
2025-04-08T17:07:50+00:00,187,1189.57495,,,,
2025-04-08T17:08:06+00:00,188,1189.62598,,,,
2025-04-08T17:08:22+00:00,189,1189.79602,,,,
2025-04-08T17:08:38+00:00,190,1189.71106,,,,
2025-04-08T17:08:54+00:00,191,2.65200,,,,
2025-04-08T17:09:10+00:00,192,2.94100,,,,
2025-04-08T17:30:55+00:00,193,6.73200,,,,
2025-04-08T17:31:11+00:00,194,9.50300,,,,
2025-04-08T17:31:27+00:00,195,1189.16699,,,,
2025-04-08T17:33:23+00:00,196,"0.00

",,,,
2025-04-08T17:33:42+00:00,197,"0.00

",,,,
2025-04-08T17:33:57+00:00,198,"0.00

",,,,
2025-04-08T17:34:12+00:00,199,"0.00

",,,,
2025-04-08T17:34:31+00:00,200,"0.00

",,,,
2025-04-08T17:34:50+00:00,201,"0.00

",,,,
2025-04-08T17:35:06+00:00,202,"0.00

",,,,
2025-04-08T17:35:21+00:00,203,"0.00

",,,,
2025-04-08T17:35:37+00:00,204,"0.00

",,,,
2025-04-08T17:35:52+00:00,205,"0.00

",,,,
2025-04-08T17:36:07+00:00,206,"0.00

",,,,
2025-04-08T17:51:32+00:00,207,"269.81

",,,,
2025-04-08T17:51:48+00:00,208,"4.18

",,,,
2025-04-08T17:52:05+00:00,209,"270.64

",,,,
2025-04-08T17:52:24+00:00,210,"268.99

",,,,
2025-04-08T17:52:41+00:00,211,"268.14

",,,,
2025-04-08T17:52:58+00:00,212,"268.55

",,,,
2025-04-08T17:53:14+00:00,213,"269.45

",,,,
2025-04-08T17:53:31+00:00,214,"269.43

",,,,
2025-04-08T17:53:48+00:00,215,"268.17

",,,,
2025-04-08T17:54:05+00:00,216,"269.88

",,,,
2025-04-08T17:54:22+00:00,217,"268.70

",,,,
2025-04-08T17:54:38+00:00,218,"1189.46

",,,,
2025-04-08T17:54:55+00:00,219,"16.22

",,,,
2025-04-08T17:55:11+00:00,220,"268.62

",,,,
2025-04-08T17:55:28+00:00,221,"268.21

",,,,
2025-04-08T17:55:45+00:00,222,"1189.37

",,,,
2025-04-08T17:56:01+00:00,223,"1189.52

",,,,
2025-04-08T17:56:18+00:00,224,"1189.44

",,,,
2025-04-08T18:02:46+00:00,225,"7.16

",,,,
2025-04-08T18:03:19+00:00,226,"3.72

",,,,
2025-04-08T18:03:46+00:00,227,"270.78

",,,,
2025-04-08T18:04:20+00:00,228,"1189.41

",,,,
2025-04-08T18:04:44+00:00,229,"1189.49

",,,,
2025-04-08T18:05:01+00:00,230,"270.81

",,,,
2025-04-08T18:05:22+00:00,231,"6.68

",,,,
2025-04-08T18:05:42+00:00,232,"267.41

",,,,
2025-04-08T18:05:59+00:00,233,"1189.49

",,,,
2025-04-08T18:06:17+00:00,234,"1189.46

",,,,
2025-04-08T18:06:55+00:00,235,"271.30

",,,,
2025-04-08T18:07:12+00:00,236,"270.40

",,,,
2025-04-08T18:07:42+00:00,237,"271.71

",,,,
2025-04-08T18:08:06+00:00,238,"268.72

",,,,
